,ProbablyMeantGSTerm,SemanticType,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,adjustedQueryTerm,preferredTerm,ui
1538,stool softeners,Pharmacologic Substance,1538,1538,1538,1538,1538,1538,1538,stool softners,Stool Softener,C0301470
1658,vasopressors,Pharmacologic Substance,1658,1658,1658,1658,1658,1658,1658,vasopresor,Vasoconstrictor Agents,C0042397
1663,calcium homeostasis,Pharmacologic Substance,1663,1663,1663,1663,1663,1663,1663,vdr calcium homeostasis,CALCIUM HOMEOSTASIS,C3653518
1699,calcium homeostasis,Pharmacologic Substance,1699,1699,1699,1699,1699,1699,1699,pth calcium homeostasis,CALCIUM HOMEOSTASIS,C3653518
1778,protosan,Pharmacologic Substance,1778,1778,1778,1778,1778,1778,42,prontosan,PROTOSAN,C1875709
1782,cytostatics,Pharmacologic Substance,1782,1782,1782,1782,1782,1782,46,cytostatico,Cytostatic Agents,C0010858
1815,cytostatics,Pharmacologic Substance,1815,1815,1815,1815,1815,1815,79,cytostatic,Cytostatic Agents,C0010858
1862,psychotropics,Pharmacologic Substance,1862,1862,1862,1862,1862,1862,126,psychotropic,Psychotropic Drugs,C0033978
1958,beta blocker,Pharmacologic Substance,1958,1958,1958,1958,1958,93,,motor imagery,Adrenergic beta-Antagonists,C0001645
1959,beta blockers,Pharmacologic Substance,1959,1959,1959,1959,1959,94,,estres,Adrenergic beta-Antagonists,C0001645
1977,antacids,Pharmacologic Substance,1977,1977,1977,1977,1977,112,,laboratory animal,Antacids,C0003138
2049,antacids,Pharmacologic Substance,2049,2049,2049,2049,64,,,rxnav,Antacids,C0003138
2051,beta blocker,Pharmacologic Substance,2051,2051,2051,2051,66,,,kegel,Adrenergic beta-Antagonists,C0001645
2052,beta blockers,Pharmacologic Substance,2052,2052,2052,2052,67,,,sipahi,Adrenergic beta-Antagonists,C0001645
2142,suprep,Pharmacologic Substance,2142,2142,2142,45,,,,female genital mutilation,SUPREP,C2927728
2167,essential drug,Pharmacologic Substance,2167,2167,2167,70,,,,cite,"Drugs, Essential",C0282568
2177,orphan drugs,Pharmacologic Substance,2177,2177,2177,80,,,,dental research journal,"Drugs, Orphan",C0013232
2202,ampicillin sulbactam,Pharmacologic Substance,2202,2202,2202,105,,,,ecronicon,Ampicillin / Sulbactam,C2930041
2335,antioxidants,Pharmacologic Substance,2335,2335,56,,,,,menkes disease,Antioxidants,C0003402
2340,antivirals,Pharmacologic Substance,2340,2340,61,,,,,obesidade,Antiviral Agents,C0003451
2365,antacids,Pharmacologic Substance,2365,2365,86,,,,,discapacidad,Antacids,C0003138
2402,sacubitril valsartan,Pharmacologic Substance,2402,2402,123,,,,,nlm mission,sacubitril / valsartan,C4033631
2456,antacids,Pharmacologic Substance,2456,19,,,,,,outside tool,Antacids,C0003138
2679,tyrosine kinase inhibitors,Pharmacologic Substance,39,,,,,,,innovation,Protein-tyrosine kinase inhibitor,C1268567
2683,antivirals,Pharmacologic Substance,43,,,,,,,gait belt,Antiviral Agents,C0003451
2687,antidepressants,Pharmacologic Substance,47,,,,,,,annals of surgery,Antidepressive Agents,C0003289
2689,antidepressants,Pharmacologic Substance,49,,,,,,,blood flow restriction,Antidepressive Agents,C0003289
2715,oral contraceptives,Pharmacologic Substance,75,,,,,,,non hdl cholesterol,"Contraceptives, Oral",C0009905
0,herbalife,Pharmacologic Substance,,,,,,,,aatd,Herbalife,C0256090
46,vasopressors,Pharmacologic Substance,,,,,,,,cancer statistics in china,Vasoconstrictor Agents,C0042397
104,thrombolytic,Pharmacologic Substance,,,,,,,,articulo cancer,Fibrinolytic Agents,C0016018
2326,lithium,"Pharmacologic Substance|Element, Ion, or Isotope",2326,2326,47,,,,,indo american journal,Lithium,C0023870
639,arsenic,"Pharmacologic Substance|Element, Ion, or Isotope|Hazardous or Poisonous Substance",639,639,639,639,639,639,639,arsenico,Arsenic,C0003818
279,magnesium carbonate,Pharmacologic Substance|Inorganic Chemical,279,279,279,279,279,279,279,magnesium carbonateoral,magnesium carbonate,C0065517
424,balance salt solution,Pharmacologic Substance|Inorganic Chemical,424,424,424,424,424,424,424,balanceld salt solution,Balanced salt solution,C0543134
469,sodium hypochlorite,Pharmacologic Substance|Inorganic Chemical,469,469,469,469,469,469,469,odium hypochlorite,Sodium Hypochlorite,C0037518
626,sodium hypochlorite,Pharmacologic Substance|Inorganic Chemical,626,626,626,626,626,626,626,sodium hipoclorite,Sodium Hypochlorite,C0037518
667,cisplatinum,Pharmacologic Substance|Inorganic Chemical,667,667,667,667,667,667,667,cisplatinium,Cisplatin,C0008838
843,diosmectite,Pharmacologic Substance|Inorganic Chemical,843,843,843,843,843,843,843,diosmectita,Diosmectite,C0163748
1577,zinc oxide,Pharmacologic Substance|Inorganic Chemical,1577,1577,1577,1577,1577,1577,1577,zync oxide,Zinc Oxide,C0043491
1932,cisplatin,Pharmacologic Substance|Inorganic Chemical,1932,1932,1932,1932,1932,67,,library hours,Cisplatin,C0008838
2030,cisplatin,Pharmacologic Substance|Inorganic Chemical,2030,2030,2030,2030,45,,,negative x ray pneumonia,Cisplatin,C0008838
2240,colloidal silver,Pharmacologic Substance|Inorganic Chemical,2240,2240,2240,143,,,,normas vancouver,colloidal silver,C0772313
1000,paravalvular leak,Phenomenon or Process,1000,1000,1000,1000,1000,1000,1000,paravalvualr leak,Perivalvular Leak Medical Device Problem,C1882345
1972,accidents,Phenomenon or Process,1972,1972,1972,1972,1972,107,,turner syndrome research,Accidents,C0000924
2067,accidents,Phenomenon or Process,2067,2067,2067,2067,82,,,rxclass,Accidents,C0000924
2462,accidents,Phenomenon or Process,2462,25,,,,,,to err is human,Accidents,C0000924
291,menopausal,Physiologic Function,291,291,291,291,291,291,291,menopausia,Menopause,C0025320
548,circulatory,Physiologic Function,548,548,548,548,548,548,548,circulartory,Blood Circulation,C0005775
1762,menopausal,Physiologic Function,1762,1762,1762,1762,1762,1762,26,menopausa,Menopause,C0025320
1763,menopausal,Physiologic Function,1763,1763,1763,1763,1763,1763,27,menopauisa,Menopause,C0025320
2152,change,Physiologic Function,2152,2152,2152,55,,,,enhanced recovery,Menopause,C0025320
2493,plant physiology,Physiologic Function,2493,56,,,,,,smart goals,Plant Physiological Phenomena,C0243056
2658,acid base balance,Physiologic Function,18,,,,,,,bioetica,Acid-Base Equilibrium,C0001117
2770,general adaptation syndrome,Physiologic Function,130,,,,,,,harrison,General Adaptation Syndrome,C0017301
32,gingko biloba,Plant,32,32,32,32,32,32,32,gingkobiloba,Ginkgo biloba,C0330206
201,dalbergia tonkinensis,Plant,201,201,201,201,201,201,201,dalbergia tonkinensisarch,Dalbergia tonkinensis,C2669445
261,herbs,Plant,261,261,261,261,261,261,261,herbst,Herb,C0019240
275,hippophae,Plant,275,275,275,275,275,275,275,hippophae l,Hippophae,C1013835
346,harpagophytum procumbens,Plant,346,346,346,346,346,346,346,harpagophyrum procumbens,Harpagophytum procumbens,C1109161
349,frankincense,Plant,349,349,349,349,349,349,349,frankencense,Boswellia sacra,C0949991
381,belladonna,Plant,381,381,381,381,381,381,381,belladona,Belladonna (plant),C0004953
759,frankincense,Plant,759,759,759,759,759,759,759,frankincence,Boswellia sacra,C0949991
765,setaria italica,Plant,765,765,765,765,765,765,765,setaria italic,Setaria italica,C0022276
798,moringa,Plant,798,798,798,798,798,798,798,moring,Moringa,C0969724
898,arabidopsis thaliana,Plant,898,898,898,898,898,898,898,arabidopsis thaliana prr,Arabidopsis thaliana <plant>,C0162740
960,nigella sativa,Plant,960,960,960,960,960,960,960,nigelle sativa,Nigella sativa,C1140702
1153,lavandula angustifolia,Plant,1153,1153,1153,1153,1153,1153,1153,lavanda agustifolia,Lavandula angustifolia,C1623196
1154,lavandula angustifolia,Plant,1154,1154,1154,1154,1154,1154,1154,lavandula agustifolia,Lavandula angustifolia,C1623196
1248,moringa oleifera,Plant,1248,1248,1248,1248,1248,1248,1248,moringa oleífera,Moringa oleifera,C0949952
1249,moringa oleifera,Plant,1249,1249,1249,1249,1249,1249,1249,moringa olifera,Moringa oleifera,C0949952
1548,trees,Plant,1548,1548,1548,1548,1548,1548,1548,strees,Trees (plant),C0040811
1586,withania somnifera,Plant,1586,1586,1586,1586,1586,1586,1586,withania somifera,Withania somnifera (plant),C1061163
1621,tribulus terrestris,Plant,1621,1621,1621,1621,1621,1621,1621,trbulus terrestris,Tribulus terrestris,C0330899
1645,tribulus,Plant,1645,1645,1645,1645,1645,1645,1645,tribullus,Tribulus (plant),C0330897
1657,verbena officinalis,Plant,1657,1657,1657,1657,1657,1657,1657,verbena officinalis l,Verbena officinalis,C1033974
1739,sweet potato,Plant,1739,1739,1739,1739,1739,1739,3,sweetpotato,Ipomoea batatas,C0331252
1760,ganoderma lucidum,Plant,1760,1760,1760,1760,1760,1760,24,ganoderma lucidium,Reishi mushroom,C0752326
1889,ganoderma lucidum,Plant,1889,1889,1889,1889,1889,24,,oncotarget,Reishi mushroom,C0752326
1891,cinnamon,Plant,1891,1891,1891,1891,1891,26,,fisioterapia,Cinnamomum verum,C0008802
1951,gingko biloba,Plant,1951,1951,1951,1951,1951,86,,fmpr,Ginkgo biloba,C0330206
2034,cinnamon,Plant,2034,2034,2034,2034,49,,,sister kenny,Cinnamomum verum,C0008802
2070,ganoderma lucidum,Plant,2070,2070,2070,2070,85,,,ictericia,Reishi mushroom,C0752326
2096,gingko biloba,Plant,2096,2096,2096,2096,111,,,nat,Ginkgo biloba,C0330206
2122,gingko biloba,Plant,2122,2122,2122,25,,,,rxnorm rela,Ginkgo biloba,C0330206
2293,passionflower,Plant,2293,2293,14,,,,,odontologia,Passiflora,C0330470
2391,ganoderma lucidum,Plant,2391,2391,112,,,,,plethesmography,Reishi mushroom,C0752326
2496,red clover,Plant,2496,59,,,,,,cryolipolysis,Trifolium pratense,C0330783
2532,ganoderma lucidum,Plant,2532,95,,,,,,rxnconso,Reishi mushroom,C0752326
2542,cardamom,Plant,2542,105,,,,,,mirror twin,Elettaria cardamomum,C0453247
2673,boswellia,Plant,33,,,,,,,lemon and cancer,Boswellia,C0873037
72,milk thistle,Plant,,,,,,,,sclc,Milk Thistle,C0331428
151,plants medicinal,Plant,,,,,,,,sobrepeso,"Plants, Medicinal",C0032100
159,lemon,Plant,,,,,,,,syndrome larsen,Citrus limon plant,C0440283
148,homeless,Population Group,148,148,148,148,148,148,148,homeles,Homeless persons,C0019863
302,portuguese,Population Group,302,302,302,302,302,302,302,portugues,Portuguese population,C0032730
303,portuguese,Population Group,303,303,303,303,303,303,303,portuguues,Portuguese population,C0032730
322,elderly,Population Group,322,322,322,322,322,322,322,eldery,Elderly (population group),C0001792
764,child exceptional,Population Group,764,764,764,764,764,764,764,childexceptional,"Child, Exceptional",C0008096
864,vulnerable populations,Population Group,864,864,864,864,864,864,864,vunerable population,Vulnerable Populations,C0949366
1015,old adult,Population Group,1015,1015,1015,1015,1015,1015,1015,old addult,Elderly (population group),C0001792
1596,women,Population Group,1596,1596,1596,1596,1596,1596,1596,women的,Woman,C0043210
1661,vegetarian,Population Group,1661,1661,1661,1661,1661,1661,1661,vegetarain,Vegetarian (finding,C0042441
1753,migrants,Population Group,1753,1753,1753,1753,1753,1753,17,migrant,Migrants,C0026093
2102,natives,Population Group,2102,2102,2102,5,,,,antibo,Indigenous Population (Natives),C0079891
2165,criminals,Population Group,2165,2165,2165,68,,,,deep neck infection,Offenders,C0699726
2207,veterans,Population Group,2207,2207,2207,110,,,,faye glenn abdellah,Veterans,C0042610
2290,vulnerable populations,Population Group,2290,2290,11,,,,,actividad fisica,Vulnerable Populations,C0949366
2437,aborigines,Population Group,2437,0,,,,,,linkout,aborigines,C0935542
2577,member,Population Group,2577,140,,,,,,fuerzas masticatorias,member,C0680022
2690,veterans,Population Group,50,,,,,,,udi,Veterans,C0042610
2694,american indians,Population Group,54,,,,,,,animal therapy,American Indians,C0002460
16,vulnerable populations,Population Group,,,,,,,,michael e debakey,Vulnerable Populations,C0949366
134,member,Population Group,,,,,,,,springer,member,C0680022
439,nursing students,Professional or Occupational Group,439,439,439,439,439,439,439,nursing studiets,"Students, Nursing",C0038496
511,nurse practitioner,Professional or Occupational Group,511,511,511,511,511,511,511,nurse practicioner,nurse practitioner,C0028657
731,case manager,Professional or Occupational Group,731,731,731,731,731,731,731,case manger,Case Manager,C0687694
749,community health worker,Professional or Occupational Group,749,749,749,749,749,749,749,community heath worker,Community Health Workers,C0009467
831,physicians,Professional or Occupational Group,831,831,831,831,831,831,831,ephysician,Physicians,C0031831
872,physiotherapist,Professional or Occupational Group,872,872,872,872,872,872,872,physiotheraphi,Physical Therapist,C2362565
910,professionals in nursing,Professional or Occupational Group,910,910,910,910,910,910,910,professionalism in nursing,Nurses,C0028661
1013,paramedic,Professional or Occupational Group,1013,1013,1013,1013,1013,1013,1013,paramedc,Emergency Medical Technicians,C0013963
1038,nurse practitioner,Professional or Occupational Group,1038,1038,1038,1038,1038,1038,1038,nurse practioner,nurse practitioner,C0028657
1054,nurse anesthetist,Professional or Occupational Group,1054,1054,1054,1054,1054,1054,1054,nurse anethesist,Certified registered nurse anesthetist,C1321571
1055,nurses,Professional or Occupational Group,1055,1055,1055,1055,1055,1055,1055,nures,Nurses,C0028661
1176,lgbt health,Professional or Occupational Group,1176,1176,1176,1176,1176,1176,1176,lgbtq health,LGBT Health,C3534580
1328,medical assistants,Professional or Occupational Group,1328,1328,1328,1328,1328,1328,1328,medical assiatnts,Medical assistant,C0334914
1329,medical student,Professional or Occupational Group,1329,1329,1329,1329,1329,1329,1329,medical atudent,"Students, Medical",C0038495
1348,medic,Professional or Occupational Group,1348,1348,1348,1348,1348,1348,1348,medici,Paramedical Personnel,C0030450
1523,surgery nursing,Professional or Occupational Group,1523,1523,1523,1523,1523,1523,1523,survey nursing,Surgery.nurse,C1441667
1558,volunteers,Professional or Occupational Group,1558,1558,1558,1558,1558,1558,1558,volunteersmh,Voluntary Workers,C0042960
1700,psychologist,Professional or Occupational Group,1700,1700,1700,1700,1700,1700,1700,psychologost,Psychologist,C0033908
1721,professionals in nursing,Professional or Occupational Group,1721,1721,1721,1721,1721,1721,1721,profesionalism in nursing,Nurses,C0028661
1824,wounds care nurse,Professional or Occupational Group,1824,1824,1824,1824,1824,1824,88,wound care nurse,Tissue viability nurse,C0557541
1843,author,Professional or Occupational Group,1843,1843,1843,1843,1843,1843,107,autor,Author,C3812881
2118,guide,Professional or Occupational Group,2118,2118,2118,21,,,,nnlm,Professional guide,C0181090
2221,nursing students,Professional or Occupational Group,2221,2221,2221,124,,,,project center activity,"Students, Nursing",C0038496
2257,radiographers,Professional or Occupational Group,2257,2257,2257,160,,,,neurodynamic,Medical radiographer,C0402007
2276,obstetrician,Professional or Occupational Group,2276,2276,2276,179,,,,cdiff,Obstetrician,C0334897
2319,nurse in oncology,Professional or Occupational Group,2319,2319,40,,,,,digital collections,Oncology nurse,C0557529
2407,clinical psychologist,Professional or Occupational Group,2407,2407,128,,,,,cell physiology teeth,Psychologist - Clinical,C0237412
2620,physicians,Professional or Occupational Group,2620,183,,,,,,sectio caesarea,Physicians,C0031831
2629,intern,Professional or Occupational Group,2629,192,,,,,,healthreach,Intern,C1144859
2630,professional,Professional or Occupational Group,2630,193,,,,,,physiotherapy journals,professional occupation status,C0679924
2749,physicians,Professional or Occupational Group,109,,,,,,,nursing journal,Physicians,C0031831
248,iatrogenic,Qualitative Concept,248,248,248,248,248,248,248,iatrogenia,Iatrogenic,C0439669
693,orthognathic,Qualitative Concept,693,693,693,693,693,693,693,orthognatic,Orthognathous,C2825968
797,morphology,Qualitative Concept,797,797,797,797,797,797,797,morphlogy,Morphology,C0332437
866,patient satisfaction,Qualitative Concept,866,866,866,866,866,866,866,patient satifaction,Client satisfaction,C0030702
1052,outcome,Qualitative Concept,1052,1052,1052,1052,1052,1052,1052,out come,Treatment outcome,C0085415
1181,clinical,Qualitative Concept,1181,1181,1181,1181,1181,1181,1181,linical,Clinical,C0205210
1630,translucency,Qualitative Concept,1630,1630,1630,1630,1630,1630,1630,traslucency,Translucent,C0522503
1697,psychosomatic,Qualitative Concept,1697,1697,1697,1697,1697,1697,1697,psychosomatics,psychosomatic,C1537048
1742,neurologic,Qualitative Concept,1742,1742,1742,1742,1742,1742,6,neurological,Neurologic (qualifier value),C0205494
1916,veterinary,Qualitative Concept,1916,1916,1916,1916,1916,51,,adult adhd,veterinary aspects,C0042614
1999,veterinary,Qualitative Concept,1999,1999,1999,1999,14,,,microfibrillin,veterinary aspects,C0042614
2449,active ingredients,Qualitative Concept,2449,12,,,,,,contrast media reactions,Has active ingredient,C1292749
2724,pharmacologic class,Qualitative Concept,84,,,,,,,xxy,Pharmacological Class of Investigational Therapy,C3274429
2732,competence,Qualitative Concept,92,,,,,,,calcio,Competence,C0086035
2755,notch,Qualitative Concept,115,,,,,,,cesarea,Notched,C0205316
149,neurologic,Qualitative Concept,,,,,,,,med arch,Neurologic (qualifier value),C0205494
314,pharmacoeconomic,Quantitative Concept,314,314,314,314,314,314,314,pharmacoeconomy,"Economics, Pharmaceutical",C0206335
494,normal distribution,Quantitative Concept,494,494,494,494,494,494,494,normal distrbution,Normal Statistical Distribution,C0028377
619,propensity score,Quantitative Concept,619,619,619,619,619,619,619,propainsity score,Propensity Score,C2718044
958,perks,Quantitative Concept,958,958,958,958,958,958,958,perkss,perquisite,C0683783
1045,overpopulation,Quantitative Concept,1045,1045,1045,1045,1045,1045,1045,overpopulaiton,Human Overpopulation,C0029949
1053,number sequences,Quantitative Concept,1053,1053,1053,1053,1053,1053,1053,numbre sequences,Sequence Number,C2348184
1255,molecular weight,Quantitative Concept,1255,1255,1255,1255,1255,1255,1255,molecular wight,Molecular Weight,C0026385
1803,cost-effectiveness,Quantitative Concept,1803,1803,1803,1803,1803,1803,67,cost-effectivness,Cost Effectiveness,C0010181
1861,singular,Quantitative Concept,1861,1861,1861,1861,1861,1861,125,sinular,Singular,C0205171
2241,12/-------,Quantitative Concept,2241,2241,2241,144,,,,ebstein,Twelve,C0205458
53,healthcare cost,Quantitative Concept,,,,,,,,esd,Health Care Costs,C0085552
2742,receptor,"Receptor|Amino Acid, Peptide, or Protein",102,,,,,,,bmj open,receptor,C0597357
1857,prescription-only-medicines,Regulation or Law,1857,1857,1857,1857,1857,1857,121,prescription medicines,prescription only medicine,C0470174
2171,hippocratic oath,Regulation or Law,2171,2171,2171,74,,,,healthy web search,Hippocratic Oath,C0019565
1503,snake,Reptile,1503,1503,1503,1503,1503,1503,1503,snajke,Snakes,C0037382
89,cross-sectional,Research Activity,89,89,89,89,89,89,89,cros sectional,Cross-Sectional Studies,C0010362
131,clinical trials,Research Activity,131,131,131,131,131,131,131,clinicaltrials,Clinical Trials,C0008976
245,demographic health survey,Research Activity,245,245,245,245,245,245,245,demographic health survey drc,Demographic and Health Surveys,C0242243
450,nursing research,Research Activity,450,450,450,450,450,450,450,nursing reseach,Nursing Research,C0028695
782,randomized,Research Activity,782,782,782,782,782,782,782,randomizedab,Randomization,C0034656
1002,nutrition fat,Research Activity,1002,1002,1002,1002,1002,1002,1002,nutrition fay,"Study of Nutrition, Fats",C1527016
1066,nursing research,Research Activity,1066,1066,1066,1066,1066,1066,1066,nursing researcher,Nursing Research,C0028695
1316,metaanalysis,Research Activity,1316,1316,1316,1316,1316,1316,1316,metaanalisis,Meta Analysis (statistical procedure),C0920317
1543,study drug,Research Activity,1543,1543,1543,1543,1543,1543,1543,study dgrugs,Drug Evaluation,C0013175
1953,bibliometrics,Research Activity,1953,1953,1953,1953,1953,88,,music therapy cognition,Bibliometrics,C0005364
2004,bibliometrics,Research Activity,2004,2004,2004,2004,19,,,aquaculture research,Bibliometrics,C0005364
2116,researches,Research Activity,2116,2116,2116,19,,,,guide to healthy web surfing,research,C0035168
2385,clinical trials,Research Activity,2385,2385,106,,,,,mary shelley,Clinical Trials,C0008976
2536,study drug,Research Activity,2536,99,,,,,,oswald avery,Drug Evaluation,C0013175
2702,meta analyse,Research Activity,62,,,,,,,pediatric anatomy,Meta Analysis (statistical procedure),C0920317
3,clinical trials,Research Activity,,,,,,,,prosthetics,Clinical Trials,C0008976
830,alcoholic anonymous,Self-help or Relief Organization,830,830,830,830,830,830,830,alcohol anonymous,Alcoholics Anonymous,C0001972
69,hyperemesis gravidarum,Sign or Symptom,69,69,69,69,69,69,69,hiperemezis gravidarum,Hyperemesis Gravidarum,C0020450
192,coccydynia,Sign or Symptom,192,192,192,192,192,192,192,coccydyniais,Pain in the coccyx,C0009193
197,sleep disorder,Sign or Symptom,197,197,197,197,197,197,197,sleep desorder,Sleep disturbances,C0037317
229,diarrhea,Sign or Symptom,229,229,229,229,229,229,229,diarrea,Diarrhea,C0011991
397,tinnitus,Sign or Symptom,397,397,397,397,397,397,397,tinitus,Tinnitus,C0040264
463,oedema,Sign or Symptom,463,463,463,463,463,463,463,oedemia,Edema,C0013604
527,neuropathic pain,Sign or Symptom,527,527,527,527,527,527,527,neuropathy pain,Neuralgia,C0027796
528,neuropathic pain,Sign or Symptom,528,528,528,528,528,528,528,neuropatic pain,Neuralgia,C0027796
620,sciatica,Sign or Symptom,620,620,620,620,620,620,620,ciatica,Sciatica,C0036396
701,pyrexia,Sign or Symptom,701,701,701,701,701,701,701,pyrexi,Fever,C0015967
770,post stroke pain,Sign or Symptom,770,770,770,770,770,770,770,spost stroke pain,Pain following cerebrovascular accident,C4076169
858,puerperal fever,Sign or Symptom,858,858,858,858,858,858,858,peuperal fever,Puerperal pyrexia of unknown origin,C0157536
936,other form of angina pectoris,Sign or Symptom,936,936,936,936,936,936,936,other form of angina lector is,Other forms of angina pectoris,C0348588
1187,leg pain,Sign or Symptom,1187,1187,1187,1187,1187,1187,1187,leg pains,Pain in lower limb,C0023222
1285,neuropathic pain,Sign or Symptom,1285,1285,1285,1285,1285,1285,1285,neurophatic pain,Neuralgia,C0027796
1377,metatarsalgia,Sign or Symptom,1377,1377,1377,1377,1377,1377,1377,metartarsalgia,Metatarsalgia,C0025587
1428,swollen legs,Sign or Symptom,1428,1428,1428,1428,1428,1428,1428,svollen legs,Swelling of lower limb,C0581394
1976,jaundice,Sign or Symptom,1976,1976,1976,1976,1976,111,,antibioprophylaxis,Icterus,C0022346
2081,jaundice,Sign or Symptom,2081,2081,2081,2081,96,,,ushik,Icterus,C0022346
2378,heartburn,Sign or Symptom,2378,2378,99,,,,,black history,Heartburn,C0018834
2515,rhinorrhea,Sign or Symptom,2515,78,,,,,,albanism,Rhinorrhea,C1260880
2537,shoulder pain,Sign or Symptom,2537,100,,,,,,lncrna oip5-as1,Shoulder Pain,C0037011
2693,low back pain,Sign or Symptom,53,,,,,,,life vantage,Low Back Pain,C0024031
101,abdominal pain,Sign or Symptom,,,,,,,,augmented reality,Abdominal Pain,C0000737
209,communication,Social Behavior,209,209,209,209,209,209,209,comunication,Communication,C0009452
228,dehumanization,Social Behavior,228,228,228,228,228,228,228,deshumanization,Dehumanization,C1135946
811,interpersonal communication,Social Behavior,811,811,811,811,811,811,811,internal communication,Personal Communication,C0086792
1132,marital satisfaction,Social Behavior,1132,1132,1132,1132,1132,1132,1132,malaria satisfaction,marital satisfaction,C0680009
1723,prohibition,Social Behavior,1723,1723,1723,1723,1723,1723,1723,prohibitio,prohibition,C0683610
362,tracheobronchial,Spatial Concept,362,362,362,362,362,362,362,tracheobronch,Tracheobronchial,C0450123
1175,structure,Spatial Concept,1175,1175,1175,1175,1175,1175,1175,lhstructure,structure,C0678594
1221,myoepithelial,Spatial Concept,1221,1221,1221,1221,1221,1221,1221,myoepitelial,Myoepithelial,C1513794
1389,midline,Spatial Concept,1389,1389,1389,1389,1389,1389,1389,mid line,Midline (qualifier value),C0549183
1629,transversal,Spatial Concept,1629,1629,1629,1629,1629,1629,1629,transversales,Transverse - anatomical location,C0205106
1639,trendelenburg,Spatial Concept,1639,1639,1639,1639,1639,1639,1639,tredelenburg,Trendelenburg,C1883387
1650,varicose,Spatial Concept,1650,1650,1650,1650,1650,1650,1650,variccose,Varicose,C0439652
1970,dermatologic,Spatial Concept,1970,1970,1970,1970,1970,105,,golgi,Dermatologic,C0205489
2077,dermatologic,Spatial Concept,2077,2077,2077,2077,92,,,psoas,Dermatologic,C0205489
2250,rounding,Spatial Concept,2250,2250,2250,153,,,,ca cancer j clin,Round shape,C0332490
91,photon,Substance,91,91,91,91,91,91,91,photo,Photons,C0086805
177,drinking water,Substance,177,177,177,177,177,177,177,drinking water uk,Drinking Water,C0599638
48,postprandial,Temporal Concept,48,48,48,48,48,48,48,postprandrial,Postprandial Period,C0376674
236,chron,Temporal Concept,236,236,236,236,236,236,236,chrons,Chronicity,C0547045
944,perinatal,Temporal Concept,944,944,944,944,944,944,944,peri natal,Perinatal period,C0178795
1260,most recent,Temporal Concept,1260,1260,1260,1260,1260,1260,1260,most cent,Most Recent,C1513491
1904,request information,Temporal Concept,1904,1904,1904,1904,1904,39,,synthetic marijuana,Requested information,C1546925
2011,request information,Temporal Concept,2011,2011,2011,2011,26,,,virtual body,Requested information,C1546925
2360,course,Temporal Concept,2360,2360,81,,,,,ahmad ibn farrukh,Course,C0750729
2373,reaction time,Temporal Concept,2373,2373,94,,,,,ijmdc,Reaction Time,C0034746
2443,course,Temporal Concept,2443,6,,,,,,diabetes care,Course,C0750729
43,orthodontic treatment,Therapeutic or Preventive Procedure,43,43,43,43,43,43,43,ortodontics treatment,Orthodontic procedure,C0204193
59,gene therapy,Therapeutic or Preventive Procedure,59,59,59,59,59,59,59,genetherapy,gene therapy,C0017296
60,genetic,Therapeutic or Preventive Procedure,60,60,60,60,60,60,60,genetica,gene therapy,C0017296
79,anger management,Therapeutic or Preventive Procedure,79,79,79,79,79,79,79,change management,Anger Management Therapy,C0557992
94,heart transplantation,Therapeutic or Preventive Procedure,94,94,94,94,94,94,94,hair transplantation,Heart Transplantation,C0018823
106,palliative care,Therapeutic or Preventive Procedure,106,106,106,106,106,106,106,paliative care,Palliative Care,C0030231
117,amputation,Therapeutic or Preventive Procedure,117,117,117,117,117,117,117,amputationen,Amputation,C0002688
119,decontamination,Therapeutic or Preventive Procedure,119,119,119,119,119,119,119,dekontamination,Decontamination,C0011121
132,hydrotherapy,Therapeutic or Preventive Procedure,132,132,132,132,132,132,132,hydrotheraphy,Hydrotherapy,C0020311
164,strength training,Therapeutic or Preventive Procedure,164,164,164,164,164,164,164,strenght training,Resistance Training,C0872279
194,cognitive behavioral therapy,Therapeutic or Preventive Procedure,194,194,194,194,194,194,194,cognitive behavioral therapist,Cognitive Therapy,C0009244
218,colostomy,Therapeutic or Preventive Procedure,218,218,218,218,218,218,218,colonostomy,Colostomy Procedure,C0009410
249,hypnoses,Therapeutic or Preventive Procedure,249,249,249,249,249,249,249,hypnose,Hypnotherapy,C0020587
260,music therapy,Therapeutic or Preventive Procedure,260,260,260,260,260,260,260,musictherapy,Music Therapy,C0026868
265,heart transplantation,Therapeutic or Preventive Procedure,265,265,265,265,265,265,265,heart tranplantation,Heart Transplantation,C0018823
270,hormonal contraception,Therapeutic or Preventive Procedure,270,270,270,270,270,270,270,hormonal contracepyion,Hormonal contraception,C2985296
359,anaesthesia,Therapeutic or Preventive Procedure,359,359,359,359,359,359,359,anasthesia,Anesthesia procedures,C0002903
390,art therapy,Therapeutic or Preventive Procedure,390,390,390,390,390,390,390,arttherapy,Art Therapy,C0003827
399,blood transfusion,Therapeutic or Preventive Procedure,399,399,399,399,399,399,399,blood transfushion,Blood Transfusion,C0005841
400,attachment,Therapeutic or Preventive Procedure,400,400,400,400,400,400,400,attachement,Fixation - action,C0185023
